codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-1646,"Caja Alfajor 1 pieza (22x6,5x6,5) 11 colores diferentes DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,43600,,80000,Bulto x 100,,1646,TRUE
H1-1648,"Caja Macaron 7/8 unid DP 1 pieza (22,5x5x5) 11 colores diferentes",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,28000,,50000,Bulto x 100,,1648,TRUE
H1-1650,"Caja para Macarrons con tapa PVC ""DP"" 6 colores (5,5x5,5x19)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13500,60000,,110000,Bulto x 100,,1650,TRUE
H1-1652,Caja macarrons LUISITO Chica (5/6 unid) BLANCA 16x5x5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,43000,Bulto x 100,,1652,TRUE
H1-1653,Caja macarrons LUISITO Chica (5/6 unid) BLANCA 16x6x6 (1 pieza),BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,27000,Bulto x 100,,1653,TRUE
H1-1654,Caja macarrons LUISITO Chica (5/6 unid) PASTEL O ROJA 16x5x5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,,,43000,Bulto x 100,,1654,TRUE
H1-1655,Caja macarrons LUISITO Grande (7/8 unid) BLANCA 21x5x5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,,,49000,Bulto x 100,,1655,TRUE
H1-1656,Caja macarrons LUISITO Grande (7/8 unid) PASTEL O ROJA 21x5x5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,49000,Bulto x 100,,1656,TRUE
H1-1657,Caja macarrons LUISITO Grande (7/8 unid) DORADA 21x5x5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8200,,,70000,Bulto x 100,,1657,TRUE
H1-1658,"Caja macarrons LUISITO Grande (12 unid) BLANCA 20x10,5x5",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8200,,,65000,Bulto x 100,,1658,TRUE
H1-1659,"Caja macarrons LUISITO Grande (12 unid) BLANCA 20x10,5x5 (1 pieza)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,,,38000,Bulto x 100,,1659,TRUE
H1-1660,"Caja macarrons LUISITO Grande (12 unid) PASTEL o ROJA 20x10,5x5",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9000,,,70000,Bulto x 100,,1660,TRUE
H1-1662,"Caja para Tabletas de Chocolate 16x8x1,4 (11 colores)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4000,,,30000,Bulto x 100,,1662,TRUE
H1-1663,"Caja Tableta chocolate con visor blanca (8x15,5x1,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,27000,Bulto x 100,,1663,TRUE
H1-1664,"Caja Tableta chocolate con visor impresa (8x15,5x1,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,20000,,35000,Bulto x 100 u,,1664,TRUE
H1-1665,"Tableta DORADA con visor (8x15,5x1,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4000,15600,,28000,Bulto x 100,,1665,TRUE
H1-1667,Mini conos blancos,BOMBONERA - ESTUCHE - TORTERA - CAJA,,,1500,,11500,102000,bulto x 1000,,1667,TRUE
H1-1668,Conos a lunares (8 colores),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,1800,,,16000,Bulto x 100,,1668,TRUE
H1-1669,Conos Full Color,BOMBONERA - ESTUCHE - TORTERA - CAJA,,,2000,,,16000,Bulto x 100,,1669,TRUE
H1-1670,Conos papas impresos (Luisito),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,600,,4000,20000,Bulto x 500,,1670,TRUE
H1-1671,porta cono tipo mc donalds mediano (3 motivos bigote),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,1700,,12000,59000,Bulto x 500,,1671,TRUE
H1-1672,SUPER CONOS,BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,1980,,,35000,Bulto x 100,x 10: x 6 $ 1980,1672,TRUE
H1-1674,"Pochocleras Blancas (Luisito) (8x9,5x11)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2900,,,23000,Bulto x 100,,1674,TRUE
H1-1675,"Pochocleras Cactus, unicornio, dinos, Personajes (luisito) (8x9,5x11)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2700,,,20000,Bulto x 100,,1675,TRUE
H1-1676,"Pochocleras Colores Pastel (luisito) (8x9,5x11)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,3200,,,25000,Bulto x 100,,1676,TRUE
H1-1678,"Pochocleras o Carameleras (8 colores) (7,5x10x7,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,,3200,,,28000,Bulto x 100,,1678,TRUE
H1-1679,Carameleras FULL COLOR (3 colores) (8x8x8),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,3200,,,28000,Bulto x 100,,1679,TRUE
H1-1680,"Golosineras Lisas colores pastel, roja y amarilla chicas (pochocleras mini)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,,2800,,,23000,Bulto x 100,,1680,TRUE
H1-1682,Pochocleras Mini,BOMBONERA - ESTUCHE - TORTERA - CAJA,,,2500,,,21000,Bulto x 100,,1682,TRUE
H1-1684,"Cajita FLOR (7 colores) (5,5x5,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,,700,,,,Bulto x 100,,1684,TRUE
H1-1685,Cajita Corazon (7 colores) (6x6x3),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,1800,,,16000,Bulto x 1000,,1685,TRUE
H1-1687,"Bandejas MINI (6 diseños) (9,5x6,5x3,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,,,,80000,bulto x 100,,1687,TRUE
H1-1688,"Bandejas CHICAS lunares o full color (14,5x10x6,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,,,65000,bulto x 100,,1688,TRUE
H1-1689,Bandejas GRANDES lunares o full color (19x13x8),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,7500,,,68000,bulto x 100,,1689,TRUE
H1-1691,"Casita Dulce calada ""Mini Chica"" con cinta para llevar (10x9x9)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,,,40000,bulto x 100,,1691,TRUE
H1-1692,"Casita Dulce calada ""Chica"" con cinta para llevar (15x10x9)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7800,,,51000,bulto x 100,,1692,TRUE
H1-1693,"Casita Dulce calada ""Mansion"" con cinta para llevar (25x15x14)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14500,,,110000,bulto x 100,,1693,TRUE
H1-1695,"Cajita FELIZ (14x16x10,5) El camino lisa o 4 diseños",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,45000,Bulto x 100,,1695,TRUE
H1-1696,"Cajita Feliz (15x9x10) LUISITO lisas, rayas y lunares",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,,,33000,Bulto x 100,,1696,TRUE
H1-1697,Cajita Feliz de colores lunares chicos blancos PROMOOOOO,BOMBONERA - ESTUCHE - TORTERA - CAJA,,,4000,,,38000,Bulto x 100,,1697,TRUE
H1-1698,"Cajita Feliz (15x9x10) LUISITO Personajes,",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,,,43000,Bulto x 100,,1698,TRUE
H1-1699,Cajita Feliz (15x9x10) LUISITO blanca,BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,27000,Bulto x 100,,1699,TRUE
H1-1700,Cajita Feliz (15x9x10) LUISITO KRAFT,BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,43000,Bulto x 100,,1700,TRUE
H1-1701,Cajita feliz (15x9x10) Feliz Dia Campeon (ARG),BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,,,59000,Bulto x 100,,1701,TRUE
H1-1702,"Cajita Feliz XL lisa, rayada, flores (verde, lavanda, naranja y amari) 18x11x15 PROMO",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,,,43000,Bulto x 100,,1702,TRUE
H1-1703,Cajita Feliz Futbolera 3D (12x8x6) LIQUIDACION,BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2000,,,16000,Bulto x 100,,1703,TRUE
H1-1705,Camisetas Futbol LIQUIDACION,BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2000,,,16000,Bulto x 100,,1705,TRUE
H1-1706,"Cajita Golosinera (15,5x13x3,7)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2500,11800,,21000,Bulto x 100,,1706,TRUE
H1-1707,Carteritas,BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,,,,,Bulto x 100,,1707,TRUE
H1-1708,Jaulitas,BOMBONERA - ESTUCHE - TORTERA - CAJA,,750,4140,,,62000,Bulto x 100,x 10: x 6 $ 4140,1708,TRUE
H1-1709,"Canastitas (7,5x7,5x9)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,550,2910,,,43000,Bulto x 100,x 10: x 6 $ 2910,1709,TRUE
H1-1710,Cajas Hornitos para un cupcakes,BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,4500,,,40000,Bulto x 100,,1710,TRUE
H1-1712,"Caja Hamburguesa Kraft o impresa (11,5x11,5x7)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,,,,,,Bulto x 100,,1712,TRUE
H1-1714,Caja Burguer & Papas blanca 20x13x9,BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2500,,,18000,Bulto x 100,,1714,TRUE
H1-1716,"Bandeja delivery Chica Kraft ( 13x10,5x3,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2500,,15000,60000,Bulto x 500,,1716,TRUE
H1-1717,"Bandeja delivery Grande Kraft (17x10,5x3,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3000,,,70000,Bulto x 500,,1717,TRUE
H1-1718,Bandeja para hamburguesas y papas blanca (23x13x7),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3000,,,86000,Bulto x 500,,1718,TRUE
H1-1720,Caja Blanca con visor Corazon ( 12x7x12),BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,40000,Bulto x 100,,1720,TRUE
H1-1721,"Caja Taza Aqua y rosa con visor (10x10,5x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,40000,Bulto x 100,,1721,TRUE
H1-1722,"Caja Taza Blanca con visor (10x10,5x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,40000,Bulto x 100,,1722,TRUE
H1-1723,"Caja Taza Blanca sublimable (10x10,5x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5200,,,45000,Bulto x 100,,1723,TRUE
H1-1725,"Caja Taza impr/ Feliz Dia (10x10,5x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,55000,Bulto x 100,,1725,TRUE
H1-1726,"Caja Taza Amor (10x10,5x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,55000,Bulto x 100,,1726,TRUE
H1-1728,"Caja Lechera colores lisos (blanca,aqua, rosa y lila )",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,27000,Bulto x 100,,1728,TRUE
H1-1730,Base porta cupcakes individual (para pirotin n°10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3000,,,22000,Bulto x 100,,1730,TRUE
H1-1732,Cajas porta Cupcakes sin Ventana (8x8x8),BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2600,12000,,23000,Bulto x 100,,1732,TRUE
H1-1733,Cajas porta Cupcakes impreso con Ventana (8x8x8),BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,3500,16000,,30000,Bulto x 100,,1733,TRUE
H1-1735,Cajas porta Cupcakes 1 Blanca c/ ventana (Luisito) (9x9x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,43000,Bulto x 100,,1735,TRUE
H1-1736,Cajas porta Cupcakes 1 Impresa c/ ventana (Luisito) (9x9x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,43000,Bulto x 100,,1736,TRUE
H1-1738,"Caja Cupcakes individual Blanca (10x10x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,,,43000,Bulto x 100,,1738,TRUE
H1-1739,"Caja Cupcakes individual Imp y FELIZ DIA (10x10x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,49000,Bulto x 100,,1739,TRUE
H1-1740,"Caja Cupcake individual AMOR (10x10x10,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,,,49000,Bulto x 100,,1740,TRUE
H1-1742,"Cajas Cupcakes p/ 2 unid c/ visor Impre (6 diseños ) ""DP""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,,,,Bulto x 100,,1742,TRUE
H1-1744,Cajas para Cupcakes para 4 unid c/ visor Blanca (19x19x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11000,,,86000,Bulto x 100,,1744,TRUE
H1-1745,Cajas para Cupcakes para 4 unid c/ visor FULL COLOR,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14000,,,120000,Bulto x 100,,1745,TRUE
H1-1747,"Cajas Cupcakes p/ 6 unid Microcorrugado sin visor (26x19x9,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7500,31500,,56000,Bulto x 100,,1747,TRUE
H1-1748,Cajas Cupcakes p/ 6 unid c/ visor BLANCA (Luisito) (26x17x9),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,,,90000,Bulto x 100,,1748,TRUE
H1-1749,"Cajas Cupcakes p/ 6 unid c/ visor Impre (6 diseños ) ""DP""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,,,110000,Bulto x 100,,1749,TRUE
H1-1750,Cajas Cupcakes p/ 6 unid dorada/plateada c/ visor (22x17.5x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,,,,,,,1750,TRUE
H1-1752,Cajas Cupcakes p/ 12 unidades Microcorrugado (26x38x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8500,40000,,70000,Bulto x 100,,1752,TRUE
H1-1753,Cajas Cupcakes p/ 12 unidades Microcorrugado con visor (26x38x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14500,66000,,120000,Bulto x 100,,1753,TRUE
H1-1754,Cajas Cupcakes p/ 12 unid c/ visor BLANCA o imp (Luisito) (34x26x9) 2 piezas,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2200,20500,,,170000,Bulto x 100,,1754,TRUE
H1-1755,Cajas Cupcakes p/ 12 unid c/ visor BLANCA o imp (Luisito) (34x26x9) 1 pieza,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1900,17000,,,135000,Bulto x 100,,1755,TRUE
H1-1756,"Cajas Cupcakes p/12 unid c/ visor Impre (6 diseños) ""DP""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1900,17000,,,160000,Bulto x 100,,1756,TRUE
H1-1757,Cajas Cupcakes p/ 12 unid Dorada/Plateada c/ visor (28.5x21.5x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,,,,,,,"Bulto: ,",1757,TRUE
H1-1759,Caja Shots x 12 blanca visor (27x20x7),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,,,91000,Bulto x 100,,1759,TRUE
H1-1761,"Caja Periquita (26x19x9,5) (cupackes de 6 sin division)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,27500,,47000,Bulto x 100,,1761,TRUE
H1-1763,Caja Archivo apilable con tapa y manija (30x40x21) ( 2 piezas),BOMBONERA - ESTUCHE - TORTERA - CAJA,,2300,20000,89700,,160000,x 100 unid,,1763,TRUE
H1-1765,Caja Archivo microcorrugado (26x38x10) (1 pieza),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,35000,,62000,Bulto x 100,,1765,TRUE
H1-1766,Caja Archivo microcorrugado con visor (26x38x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,47000,,82000,Bulto x 100,,1766,TRUE
H1-1768,Divisor cajas cupcakes rustico,BOMBONERA - ESTUCHE - TORTERA - CAJA,,150,1000,,,7700,bulto x 100,,1768,TRUE
H1-1770,Caja para sandwich de miga (Torta 30 M/M) (30x30x12),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,45000,,80000,Bulto x 100,,1770,TRUE
H1-1772,Cajas PARTY (8x8x11),BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2500,,,22000,Bulto x 100,,1772,TRUE
H1-1773,Cajas PARTY CORAZON,BOMBONERA - ESTUCHE - TORTERA - CAJA,,450,4000,,,35000,Bulto x 100,,1773,TRUE
H1-1775,Corazones Matalizados Estuche (17x17x4),BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,6650,,,49000,Bulto x 100,,1775,TRUE
H1-1777,"Estuches Metalizados N°1 (4,8x4,8cm)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,350,3000,,,25000,Bulto x 100,,1777,TRUE
H1-1778,"Estuches Metalizados N°2 (7,5x7,5 cm)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,4300,,,38000,Bulto x 100,,1778,TRUE
H1-1780,"Estuches Hologramado N°1 (4,8x4,8 cm)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,3100,,,27000,Bulto x 100,,1780,TRUE
H1-1781,"Estuches Hologramado N°2 (7,5x7,5 Cm)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,7500,,,66000,Bulto x 100,,1781,TRUE
H1-1783,Corazones Metalizados c/ cinta GRANDES,BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,4400,,,39000,Bulto x 100,,1783,TRUE
H1-1784,Corazones Metalizados c/ cinta CHICOS,BOMBONERA - ESTUCHE - TORTERA - CAJA,,450,3900,,,35000,Bulto x 100,,1784,TRUE
H1-1786,Porta conos y cupcakes p/ 10 unid.con Base,BOMBONERA - ESTUCHE - TORTERA - CAJA,,4000,,,,,,,1786,TRUE
H1-1787,Torre porta cupcakes 3 bandejas,BOMBONERA - ESTUCHE - TORTERA - CAJA,,4000,,,,,,,1787,TRUE
H1-1788,Torre porta cupcakes con ondas,BOMBONERA - ESTUCHE - TORTERA - CAJA,,4000,,,,,,,1788,TRUE
H1-1790,"Caja porcion torta individual con manija y ventana 13x13x13 ""DP""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10500,49000,,87000,Bulto x 100,,1790,TRUE
H1-1792,Caja porcion torta (4 diseños),BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,,,48000,Bulto x 10 paq x 10 unid,,1792,TRUE
H1-1793,Caja porcion torta Blanca,BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4700,,,37500,Bulto x 10 paq x 10 unid,,1793,TRUE
H1-1795,Porta panchos cartulina Laqueada,BOMBONERA - ESTUCHE - TORTERA - CAJA,,100,500,,,,,,1795,TRUE
H1-1797,Banderin PELOTA LIQUIDACION,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,,,,60000,x 100,,1797,TRUE
H1-1798,BANDERINES Full Color,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2000,,,,160000,x 100,,1798,TRUE
H1-1799,"Banderin ""Feliz Cumple""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,,,,120000,x 100,,1799,TRUE
H1-1800,Estandarte Full Color,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2000,,,,160000,x 100,,1800,TRUE
H1-1803,Caja blanca con visor superior (luisito) (13x19x13),BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,,,,Bulto x 100 u,,1803,TRUE
H1-1805,"Caja Para difusores/Aromatizador con ventana sin pvc (6,5x6,5x25)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,650,6000,29000,,52000,Bulto x 100 u,,1805,TRUE
H1-1807,20x20x10,CAJAS EMBALAJE (packs x 25 unid),,500,4000,,33000,290000,x 1000 unid,,1807,TRUE
H1-1808,30x20x20,CAJAS EMBALAJE (packs x 25 unid),,700,5000,,45000,400000,x 1000 unid,,1808,TRUE
H1-1809,30x30x30,CAJAS EMBALAJE (packs x 25 unid),,1000,8000,,75000,670000,x 1000 unid,,1809,TRUE
H1-1810,40x30x30,CAJAS EMBALAJE (packs x 25 unid),,1500,12000,,100000,900000,x 1000 unid,,1810,TRUE
H1-1811,50x40x30,CAJAS EMBALAJE (packs x 25 unid),,1700,15500,,143000,1300000,x 1000 unid,,1811,TRUE
H1-1812,50x40x40,CAJAS EMBALAJE (packs x 25 unid),,1900,17000,,150000,1350000,x 1000 unid,,1812,TRUE
H1-1813,60x40x40,CAJAS EMBALAJE (packs x 25 unid),,2000,18000,,,,x 1000 unid,,1813,TRUE
H1-1815,9 x 9 x 5,CAJAS DECORATIVAS,,1300,,,,100000,x 100 unid,,1815,TRUE
H1-1816,10 x 10 x 14,CAJAS DECORATIVAS,,1700,,,,150000,x 100 unid,,1816,TRUE
H1-1817,15 x 10 x 5,CAJAS DECORATIVAS,,1700,,,,145000,x 100 unid,,1817,TRUE
H1-1818,20 x 16 x 6,CAJAS DECORATIVAS,,2000,,,,170000,x 100 unid,,1818,TRUE
H1-1819,30 x 20 x 14,CAJAS DECORATIVAS,,2800,,,,240000,x 100 unid,,1819,TRUE
H1-1820,35 x 25 x 10,CAJAS DECORATIVAS,,3300,,,,290000,x 100 unid,,1820,TRUE
H1-1821,35 x 25 x 16,CAJAS DECORATIVAS,,3500,,,,310000,x 100 unid,,1821,TRUE
H1-1822,40 x 28 x 17,CAJAS DECORATIVAS,,3900,,,,340000,x 100 unid,,1822,TRUE
H1-1824,Caja Desayuno/Postre Con visor (Linea Vintage) 25x25x6 DP,DIA DE LA MADRE,,2000,18000,79500,,141000,x 100 unid,,1824,TRUE
H1-1825,Caja Desayuno/Postre Con visor (Linea Vintage) 25x25x9 DP,DIA DE LA MADRE,,2200,20000,93500,,166000,x 100 unid,,1825,TRUE
H1-1826,Caja Desayuno/Postre Con visor (Linea Vintage) 25x25x12 DP,DIA DE LA MADRE,,2400,22500,105300,,187000,x 100 unid,,1826,TRUE
H1-1827,Caja Desayuno/Postre Con visor (Linea Vintage) 25x25x17 DP,DIA DE LA MADRE,,3000,28500,135200,,240000,x 100 unid,,1827,TRUE
H1-1829,"Masas / cookies 1/4 con ventana (Linea Vintage) 12,5x17,5x5",DIA DE LA MADRE,,1100,9000,41000,,73000,x 100 unid,,1829,TRUE
H1-1830,"Masas / cookies 1/2 con ventana (Linea Vintage) 17,5x22x5",DIA DE LA MADRE,,1300,11500,51500,,92000,x 100 unid,,1830,TRUE
H1-1832,"Masas / cookies 1/2 Sin ventana (Linea Vintage) 22x17,5x5",DIA DE LA MADRE,,1200,10500,47000,,84000,x 100 unid,,1832,TRUE
H1-1833,"Masas / cookies 1/2 Tapa PVC (Linea Vintage) 17,5x22x5",DIA DE LA MADRE,,1500,13000,59000,,104000,x 100 unid,,1833,TRUE
H1-1835,"Cupcakes x 2 con ventana (Linea Vintage) 12,5x17,5x10",DIA DE LA MADRE,,1500,13000,59700,,106000,x 100 unid,,1835,TRUE
H1-1836,Cupcakes x 6 con ventana (Linea Vintage) 17x22x10,DIA DE LA MADRE,,1700,15500,70600,,125000,x 100 unid,,1836,TRUE
H1-1838,"Macaron 1 pieza (linea Vintage) 5x5x22,5",DIA DE LA MADRE,,1000,7500,31000,,55000,x 100 unid,,1838,TRUE
H1-1840,"Desayuno Chico Con Ventana (Linea Vintage) 17,5x12,5x10",DIA DE LA MADRE,,1400,12000,54000,,96000,x 100 unid,,1840,TRUE
H1-1841,"Desayuno Mediano Con Ventana (Linea Vintage) 22x17,5x10",DIA DE LA MADRE,,1600,14500,65600,,116000,x 100 unid,,1841,TRUE
H1-1842,"Desayuno Mediano SIN Ventana (Linea Vintage) 22x17,5x10",DIA DE LA MADRE,,1500,13500,61000,,108000,x 100 unid,,1842,TRUE
H1-1844,Tags Linea Vintage (pack x 25),DIA DE LA MADRE,,200,3000,,,80000,x 1000 unid,x 10: pack x 25 $3000,1844,TRUE
H1-1847,Mega Box Premium (Linea Marruecos) 30x25x10,DIA DE LA MADRE,,,,,,,x 100 unid,,1847,TRUE
H1-1848,Box multiuso con visor + tag (linea Marruecos),DIA DE LA MADRE,,900,7000,32000,,57000,x 100 unid,,1848,TRUE
H1-1850,Box mesa dia de la madre Stamping Holografico 26x17x8,DIA DE LA MADRE,,1900,17000,80000,,145000,x 100 unid,,1850,TRUE
H1-1851,Box mesa chico Sweet Pack 26x17x8,DIA DE LA MADRE,,1600,14000,65500,,120000,x 100 unid,,1851,TRUE
H1-1852,Box mesa grande Sweet Pack 30x25x8,DIA DE LA MADRE,,1900,17000,80000,,145000,x 100 unid,,1852,TRUE
H1-1854,Desayuno visor corazon Mamá 34x29x12 (base micro),DIA DE LA MADRE,,1700,15000,70000,,125000,x 100 unid,,1854,TRUE
H1-1856,Tags Corazon mamá,DIA DE LA MADRE,,200,3000,,9000,80000,bulto x 1000,x 10: x 25 u $ 3000,1856,TRUE
H1-1857,Tags circular Flor,DIA DE LA MADRE,,200,3000,,9100,80000,x 1000 unid,x 10: x 25 u $ 3000,1857,TRUE
H1-1859,Bolsa Sweet + Tag Flor -impresión full color con detalles dorados (23x11x30),DIA DE LA MADRE,,1100,9500,,,85000,x 100 unid,,1859,TRUE
H1-1860,Papel regalo 70x100 cm papel ilustracion 90 grs impresión 2 colores,DIA DE LA MADRE,,700,5200,,,46000,x 100 unid,,1860,TRUE
H1-1864,Box sin visor Diseño HOJAS 26x17x9,EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,,,,,,Bulto x 100,,1864,TRUE
H1-1865,Linea Diseño FLORAL desayuno 30x30x12,EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1500,12500,,,110000,Bulto x 100,,1865,TRUE
H1-1866,Mini maletin floral con visor (13x11x9),EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,500,4200,,,,Bulto x 100,,1866,TRUE
H1-1868,"Caja para Masas/Donas/Cookies con visor 1/4 (17,5x12,5x5) Impresa FELIZ DIA",EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,800,6000,,,,Bulto x 100,,1868,TRUE
H1-1869,Caja para Masas/Donas/Cookies con visor 1/2 (22x17.5x5) Impresa FELIZ DIA,EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1000,8000,,,,Bulto x 100,,1869,TRUE
H1-1870,Caja para Masas/Donas/Cookies con visor 1 Kg ( 28.5x21.5x5.5) Impresa FELIZ DIA,EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1300,11000,,,,Bulto x 100,,1870,TRUE
H1-1872,"Cajas Desayunos con visor Impresa FELIZ DIA chica (17,5x12,5x10) DP",EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1000,8500,,,,Bulto x 100,,1872,TRUE
H1-1873,"Cajas Desayunos con visor Impresa FELIZ DIA mediana (22x17,5x10) DP",EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1200,10000,,,,Bulto x 100,,1873,TRUE
H1-1874,"Cajas Desayunos con visor Impresa FELIZ DIA Grande (28,5x21,5x10) DP",EDICIONES AÑOS ANTERIORES (liquidacion hasta agotar stock),,1600,14000,,,,Bulto x 100,,1874,TRUE
