codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-1441,Maletin Plastificado para torta 27x27x10 KRAFT,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8500,41000,,75000,Bulto x 100,,1441,TRUE
H1-1442,Maletin Plastificado para torta 27x27x15 KRAFT,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,50000,,90000,Bulto x 100,,1442,TRUE
H1-1443,Maletin Plastificado para torta 30x30x10 ECO KRAFT,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,52500,,95000,Bulto x 100,,1443,TRUE
H1-1444,Maletin Plastificado para torta 30x30x15 MICRO,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14500,69000,,125000,Bulto x 100,,1444,TRUE
H1-1445,Maletin Plastificado para torta 33x33x15 MICRO,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,15500,75000,,135000,Bulto x 100,,1445,TRUE
H1-1447,Maletin para Facturas (22x19x9),BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,31000,,55000,Bulto x 100,,1447,TRUE
H1-1449,Maletin para budin 30x15x10 Blanco,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8100,33200,,58000,Bulto x 100,,1449,TRUE
H1-1450,"Caja Budin Blanca con ondas con visor (Luisito) (24x9,5x10)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,56200,,100000,Bulto x 100,,1450,TRUE
H1-1451,"Caja Budin Blanca con visor (Luisito) (24x9,5x10)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,28000,,490000,Bulto x 100,,1451,TRUE
H1-1452,"Caja Budin 8,5x8,5x24 con ventana ""DP""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,,,70000,Bulto x 100,,1452,TRUE
H1-1454,"Caja alargada Maletin c/ manija 10,5x31x7 Don Pack (navid, blan, kraft)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5400,,,,Bulto x 100,,1454,TRUE
H1-1456,Cajas Para Tortas Altas Dripcakes 20x20x20 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11000,,,95000,Bulto x 100,,1456,TRUE
H1-1457,Cajas Para Tortas Altas Dripcakes 25x25x25 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1800,16000,,,140000,Bulto x 100,,1457,TRUE
H1-1458,Cajas Para Tortas Altas Dripcakes 25x25x33 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2000,18000,,,160000,Bulto x 100,,1458,TRUE
H1-1459,Cajas Para Tortas Altas Dripcakes 25x25x40 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,,,170000,Bulto x 100,,1459,TRUE
H1-1460,Cajas Para Tortas Altas Dripcakes 30x30x25 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,,,170000,Bulto x 100,,1460,TRUE
H1-1461,Cajas Para Tortas Altas Dripcakes 30x30x33 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2300,21000,,,190000,Bulto x 100,,1461,TRUE
H1-1462,Cajas Para Tortas Altas Dripcakes 30x30x40 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2500,23000,,,200000,Bulto x 100,,1462,TRUE
H1-1463,Cajas Para Tortas Altas Dripcakes 35x35x25 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2500,23000,,,200000,Bulto x 100,,1463,TRUE
H1-1464,Cajas Para Tortas Altas Dripcakes 35x35x33 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2800,26000,,,230000,Bulto x 100,,1464,TRUE
H1-1465,Cajas Para Tortas Altas Dripcakes 35x35x40 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3000,28000,,,250000,Bulto x 100,,1465,TRUE
H1-1467,Cajas Para Tortas Altas Dripcakes 25x25x25 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2800,26500,,,240000,Bulto x 100,,1467,TRUE
H1-1468,Cajas Para Tortas Altas Dripcakes 25x25x33 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3000,28000,,,250000,Bulto x 100,,1468,TRUE
H1-1469,Cajas Para Tortas Altas Dripcakes 25x25x40 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3200,30000,,,270000,Bulto x 100,,1469,TRUE
H1-1470,Cajas Para Tortas Altas Dripcakes 30x30x25 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3100,29000,,,250000,Bulto x 100,,1470,TRUE
H1-1471,Cajas Para Tortas Altas Dripcakes 30x30x33 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3300,31000,,,280000,Bulto x 100,,1471,TRUE
H1-1472,Cajas Para Tortas Altas Dripcakes 30x30x40 Con Visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,3500,33000,,,290000,Bulto x 100,,1472,TRUE
H1-1474,"Mini Drip ""DP"" Blanca o deseos (15x15x20) Con visor",BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,,,170000,Bulto x 100,,1474,TRUE
H1-1475,"Drip Cake ""DP"" Blanca (25x25x25 extensible a 32) Con visor",BOMBONERA - ESTUCHE - TORTERA - CAJA,,4100,39000,,,340000,Bulto x 100,,1475,TRUE
H1-1477,Mini drip cartulina blanca reforzada cubo sin visor 20x20x20,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,7500,,,65000,Bulto x 100,,1477,TRUE
H1-1478,Drip cartulina blanca reforzada cubo sin visor 25x25x25,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,,,85000,Bulto x 100,,1478,TRUE
H1-1480,Caja Desayuno/Postre Con visor ( 8 colores) 20x20x9 DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,62000,,110000,Bulto x 100,,1480,TRUE
H1-1481,Caja Desayuno/Postre Con visor ( 8 colores) 25x25x6 DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,15500,71000,,125000,Bulto x 100,,1481,TRUE
H1-1482,Caja Desayuno/Postre Con visor ( 8 colores) 25x25x9 DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2000,18500,88000,,156000,Bulto x 100,,1482,TRUE
H1-1483,Caja Desayuno/Postre Con visor ( 8 colores) 25x25x12 DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,89000,,157000,Bulto x 100,,1483,TRUE
H1-1484,Caja Desayuno/Postre Con visor ( 8 colores) 25x25x17 DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2500,23500,114000,,205000,Bulto x 100,,1484,TRUE
H1-1486,"Caja Desayuno/Postre tapa ciega impr ""mis mejores deseos"" 25x25x6 DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12500,57700,,103000,Bulto x 100,,1486,TRUE
H1-1487,"Caja Desayuno/Postre tapa ciega impr ""mis mejores deseos"" 25x25x12 DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1900,17000,79100,,140000,Bulto x 100,,1487,TRUE
H1-1488,"Caja Desayuno/Postre tapa ciega impr ""mis mejores deseos"" 25x25x17 DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,2400,22000,104000,,184000,Bulto x 100,,1488,TRUE
H1-1490,Caja Postre 25x25x6 ventana PVC impreso dorado base Roja,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,60200,,107000,Bulto x 100,,1490,TRUE
H1-1491,Caja Postre 25x25x12 ventana PVC impreso dorado base Blanca,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1800,16000,73600,,131000,Bulto x 100,,1491,TRUE
H1-1492,Caja Postre 25x25x17 ventana PVC impreso dorado base Blanca,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2200,20500,98100,,174000,Bulto x 100,,1492,TRUE
H1-1494,Caja Lingote Chica Baja (10x25x6) varios colores,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,,,100000,Bulto x 100,,1494,TRUE
H1-1495,Caja Lingote/ budin Chica con apertura frontal y visor superior (10x25x12) invierno,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,,,115000,Bulto x 100,,1495,TRUE
H1-1496,Caja Lingote/ budin Grande con apertura frontal y visor superior (15x30x12),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,15500,,,140000,Bulto x 100,,1496,TRUE
H1-1498,Caja number Blanca base Kaft con visor 42x33x12 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2800,26500,,,230000,Bulto x 100,,1498,TRUE
H1-1499,Caja number Blanca base Kaft con visor 42x33x12 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2800,26500,,,230000,Bulto x 100,,1499,TRUE
H1-1501,Base- Bandeja microcorrugado 20x20x4 (Desayuno),BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,38000,Bulto x 100,,1501,TRUE
H1-1502,Base- Bandeja microcorrugado 25x25x6 (Desayuno),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,,,65000,Bulto x 100,,1502,TRUE
H1-1503,Base- Bandeja microcorrugado 30x30x6 (Desayuno),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9000,,,76000,Bulto x 100,,1503,TRUE
H1-1504,Base- Bandeja microcorrugado 30x30x6 IMPRESA (Desayuno) PROMOOO,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,7000,,,,Bulto x 100,,1504,TRUE
H1-1505,Base- Bandeja microcorrugado 35x35x6 (Desayuno),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,,,90000,Bulto x 100,,1505,TRUE
H1-1506,Base- Bandeja microcorrugado 42x33x6 (Desayuno),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,,,100000,Bulto x 100,,1506,TRUE
H1-1508,Caja Desayuno Blanca base Kaft con visor 20x20x10 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,,,97000,Bulto x 100,,1508,TRUE
H1-1509,Caja Desayuno Blanca base Kaft con visor 25x25x12 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1900,17000,,,145000,Bulto x 100,,1509,TRUE
H1-1510,Caja Desayuno Blanca base Kaft con visor 30x30x12 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2300,21000,,,180000,Bulto x 100,,1510,TRUE
H1-1511,Caja Desayuno Blanca base Kaft con visor 42x33x12 Premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2700,25000,,,220000,Bulto x 100,,1511,TRUE
H1-1513,Caja desayuno con visor hexagonal 22x22x12,BOMBONERA - ESTUCHE - TORTERA - CAJA,,,,,,,,,1513,TRUE
H1-1514,Caja desayuno con visor hexagonal 30x30x12,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14000,,,,,,1514,TRUE
H1-1516,"Cajas Desayunos con visor varios colores chica (17,5x12,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10500,,,95000,Bulto x 100,,1516,TRUE
H1-1517,"Cajas Desayunos con visor varios colores mediana (22x17,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12500,,,110000,Bulto x 100,,1517,TRUE
H1-1518,"Cajas Desayunos con visor varios colores Grande (28,5x21,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,2000,18000,,,155000,Bulto x 100,,1518,TRUE
H1-1519,Cajas Desayunos con visor varios colores XL (32x25x10) DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2300,21000,,,180000,Bulto x 100,,1519,TRUE
H1-1521,"Cajas Desayunos SIN visor varios colores chica (17,5x12,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,,,90000,Bulto x 100,,1521,TRUE
H1-1522,"Cajas Desayunos SIN visor varios colores mediana (22x17,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,,,105000,Bulto x 100,,1522,TRUE
H1-1523,"Cajas Desayunos SIN visor varios colores Grande (28,5x21,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1800,16500,,,145000,Bulto x 100,,1523,TRUE
H1-1524,Cajas Desayunos SIN visor varios colores XL (32x25x10) DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,,,170000,Bulto x 100,,1524,TRUE
H1-1526,"Cajas Desayunos con visor Impresa FELIZ DIA chica (17,5x12,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,10000,45300,,81000,Bulto x 100,,1526,TRUE
H1-1527,"Cajas Desayunos con visor Impresa FELIZ DIA mediana (22x17,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,12000,55200,,98000,Bulto x 100,,1527,TRUE
H1-1528,"Cajas Desayunos con visor Impresa FELIZ DIA Grande (28,5x21,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,16000,76300,,135000,Bulto x 100,,1528,TRUE
H1-1530,"Cajas Desayunos sin visor Impresa FELIZ DIA chica (17,5x12,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9500,43000,,76000,Bulto x 100,,1530,TRUE
H1-1531,"Cajas Desayunos sin visor Impresa FELIZ DIA mediana (22x17,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,11000,51500,,91000,Bulto x 100,,1531,TRUE
H1-1532,"Cajas Desayunos sin visor Impresa FELIZ DIA Grande (28,5x21,5x10) DP",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,15000,71000,,126000,Bulto x 100,,1532,TRUE
H1-1534,Caja desayuno blanca visor superior 33x23x9.5,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1800,16500,,,140000,Bulto x 100,,1534,TRUE
H1-1536,Caja desayuno el camino con visor ( rosa y verde aqua),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1250,11500,54200,,100000,Bulto x 100,,1536,TRUE
H1-1538,Valija desayuno con visor (25x14x13) (Luisito),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,,,75000,Bulto x 100,,1538,TRUE
H1-1540,Valija Delivery Blanca (23x14x13),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,7500,,,65000,Bulto x 100,,1540,TRUE
H1-1542,"Valija Blanca ( Luisito) (17x9,5x15,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,,,,,Bulto x 100,,1542,TRUE
H1-1543,"Valija Blanca con visor ( Luisito) (17x9,5x15,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,,,,,Bulto x 100,,1543,TRUE
H1-1544,"Valija Kraft Marron ( 16x17x9,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,,,,,Bulto x 100,,1544,TRUE
H1-1546,Caja degustacion galera 25x20x6 sin canales,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12000,50000,,91000,Bulto x 100,,1546,TRUE
H1-1547,Caja degustacion galera 25x20 con 4 canales,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14000,65200,,120000,Bulto x 100,,1547,TRUE
H1-1548,Caja degustacion Galera 25x20 con 6 canales,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,15000,64000,,115000,Bulto x 100,,1548,TRUE
H1-1550,"Casita Chica con visor 17x9,5x15 ""DP"" (6 colores)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9000,40000,,70000,Bulto x 100,,1550,TRUE
H1-1551,"Casita Grande con visor 23x13,5x14 ""DP"" (6 colores)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,15000,70000,,125000,Bulto x 100,,1551,TRUE
H1-1553,Caja Copa (11x11x25),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13500,60600,,110000,Bulto x 100,,1553,TRUE
H1-1555,Caja para minitorta 12x12x5 tapa acetato,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,38000,,70000,Bulto x 100,,1555,TRUE
H1-1556,Caja para minitortas 20x17x10 (Alan),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,,,70000,Bulto x 100,,1556,TRUE
H1-1557,Caja para minitortas 19x19x10 blanco premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8500,40000,,70000,Bulto x 100,,1557,TRUE
H1-1558,Caja para minitortas 22x22x9 Blanco premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9500,45000,,80000,Bulto x 100,,1558,TRUE
H1-1559,Caja para minitortas 22x22x9 Linea Margarita,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1600,14500,69000,,135000,Bulto x 100,,1559,TRUE
H1-1560,Caja para minitortas 23x23x10 Blanco premium,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10000,47000,,85000,Bulto x 100,,1560,TRUE
H1-1562,Interior minitorta bento cake + 4 cupcakes (para caja minitorta 22x22x9),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3600,,,20000,Bulto x 100,,1562,TRUE
H1-1563,Interior minitorta degustacion 3 canales 8 para caja 22x22x9),BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2200,6500,,12000,Bulto x 100,,1563,TRUE
H1-1565,"Estuche Minitorta 16x16x7,5 con visor (Blanca, rosa y verde pastel)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,10000,49100,,100000,Bulto x 100,,1565,TRUE
H1-1567,Box SIN ventana (DP) varios colores 10x10x8,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,26500,,47000,Bulto x 100,,1567,TRUE
H1-1568,Box SIN ventana (DP) varios colores 13x13x13,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,50000,,90000,Bulto x 100,,1568,TRUE
H1-1569,Box con ventana (DP) varios colores 18x18x10,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13500,62000,,110000,Bulto x 100,,1569,TRUE
H1-1570,Box con Ventana (DP) blanco 22x22x12,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1900,17000,79000,,140000,Bulto x 100,,1570,TRUE
H1-1571,Box con ventana (DP) Blanco 30x30x10,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2250,21000,100000,,180000,Bulto x 100,,1571,TRUE
H1-1573,Mini Box Picoteo (25x25x6) + 2 separadores de 12 cm y 1 porta dip x 3,BOMBONERA - ESTUCHE - TORTERA - CAJA,,2100,19000,90000,,165000,Bulto x 100,,1573,TRUE
H1-1574,Box Picoteo XL (32x25x5) + 4 separadores de 12 cm - 1 porta dip x 3 de 55cc (7x25x4),BOMBONERA - ESTUCHE - TORTERA - CAJA,,2400,22500,109000,,195000,Bulto x 100,,1574,TRUE
H1-1576,Porta Dips ( para 3 unid),BOMBONERA - ESTUCHE - TORTERA - CAJA,,300,2000,,16500,150000,Bulto x 1000,,1576,TRUE
H1-1577,"Separadores 12x 4,5 cm",BOMBONERA - ESTUCHE - TORTERA - CAJA,,200,1000,,8600,76000,Bulto x 1000,,1577,TRUE
H1-1579,Box Apilable sin visor 9x9x10 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,15500,,28000,Bulto x 100,,1579,TRUE
H1-1580,Box Apilable sin visor 12x12x10 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5500,25000,,45000,Bulto x 100,,1580,TRUE
H1-1581,Box Apilable sin visor 15x15x12 Blanco,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,28500,,51000,Bulto x 100,,1581,TRUE
H1-1582,Box Apilable sin visor 15x15x12 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7500,34500,,62000,Bulto x 100,,1582,TRUE
H1-1583,Box Apilable sin visor 20x20x10 Blanco,BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7500,31500,,58000,Bulto x 100,,1583,TRUE
H1-1584,Box Apilable sin visor 20x20x10 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,38000,,70000,Bulto x 100,,1584,TRUE
H1-1585,Box Apilable sin visor 20x20x15 Blanco,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11000,49000,,90000,Bulto x 100,,1585,TRUE
H1-1586,"Box Apilable sin visor apertura frontal 25x25x14,5 Blanco",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,54000,,95000,Bulto x 100,,1586,TRUE
H1-1587,"Box Apilable sin visor apertura frontal 25x25x14,5 Linea Micro",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,13000,61500,,110000,Bulto x 100,,1587,TRUE
H1-1588,Box Apilable sin visor apertura frontal 30x30x10 Blanco,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11500,52000,,95000,Bulto x 100,,1588,TRUE
H1-1589,Box Apilable sin visor apertura frontal 30x30x10 Linea Micro,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1400,12500,59500,,105000,Bulto x 100,,1589,TRUE
H1-1591,"Box Mutiuso (8,5x14x7) Blanco con visor",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4000,16000,,29000,bulto x 100,,1591,TRUE
H1-1592,Box Mutiuso (21x12x7) Blanco con visor,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,27000,,50000,bulto x 100,,1592,TRUE
H1-1594,Box Multiuso 30x20x6 con Visor Blanca / Rosa / Aqua,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9500,46000,,80000,Bulto x 100,,1594,TRUE
H1-1595,Box Multiuso 30x20x6 con Visor Kraft,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11000,,,86000,Bulto x 100,,1595,TRUE
H1-1597,Box Multiuso apertura frontal con visor Blanca 34x26x9 (cupcakes x 12 sin fondo),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1700,15000,65000,,115000,Bulto x 100,,1597,TRUE
H1-1598,Box Multiuso con visor Blanca 26x17x9 Premium (cupcakes x 6 sin fondo),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9500,43000,,80000,Bulto x 100,,1598,TRUE
H1-1600,Box Multiuso apertura frontal con visor blanco 23x23x10,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1100,9700,,,80000,Bulto x 100,,1600,TRUE
H1-1602,Base contenedora blanca 8x8x3 (sin tapa),BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2700,,,13000,Bulto x 100,,1602,TRUE
H1-1603,Base contenedora blanca 10x10x3 (sin tapa),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3000,,,14000,Bulto x 100,,1603,TRUE
H1-1604,Base contenedora blanca 12x12x5 (sin tapa),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3500,,,18000,Bulto x 100,,1604,TRUE
H1-1605,Base contenedora blanca 20x10x3 (sin tapa),BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,3500,,,19000,Bulto x 100,,1605,TRUE
H1-1606,"Base contenedora blanca 20x20x4,5 (sin tapa)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4500,,,24000,Bulto x 100,,1606,TRUE
H1-1608,"Guapaleta (13x6x2,5)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,3500,15000,,27000,Bulto x 100,,1608,TRUE
H1-1610,Wok con Barrera Antigrasa - 500 cm3 - Cartulina Natural,BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,5000,,,70000,bulto x 180 unid,,1610,TRUE
H1-1612,"Medio Huevo Autoarmable c/ visor (13,5x18x9) medio huevo de 12 a 16cm",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10500,49000,,86000,Bulto x 100 u,,1612,TRUE
H1-1614,"Caja Individual con visor Blanca, colores o linea deseos (negra) ""DP"" (10x10x4)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,32500,,58000,Bulto x 100,,1614,TRUE
H1-1615,"Caja Individual Blanca con tapa PVC ""DP"" (10x10x4)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,32500,,58000,Bulto x 100,,1615,TRUE
H1-1616,"Caja Cubo con visor Blanca o linea deseos (negra) ""DP"" (10x10x10)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,36000,,65000,Bulto x 100,,1616,TRUE
H1-1618,"Cubo 5,5x5,5x5,5 de PVC",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,19000,,38000,Bulto x 100 u,,1618,TRUE
H1-1619,Cubo 9x9x9 de PVC,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1300,11000,,,86000,Bulto x 100 u,,1619,TRUE
H1-1621,Mini Cubo Mensaje (4 colores) 6x6x6,BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4000,,,21000,Bulto x 100 u,,1621,TRUE
H1-1623,"Mini Box Intensamente 6x6x11 (furia, alegria, Ansiedad y Tristeza)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,600,4000,,,25000,Bulto x 100 u,,1623,TRUE
H1-1624,Box Capibara 6x6x10 (4 diseños x pack),BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,6500,,,580000,bulto x 100 pack,x 10: pack x 24 $ 6500,1624,TRUE
H1-1625,"Cubo Minecraft 8,5x8,5x8,5 ( pack x 24 (8 diseños)",BOMBONERA - ESTUCHE - TORTERA - CAJA,,500,8000,,,710000,bulto x 100 pack,x 10: pack x 24 $ 8000,1625,TRUE
H1-1627,Caja Copa (11x11x25),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1500,12200,,,108000,Bulto x 100 u,,1627,TRUE
H1-1629,Box Galactic 12x12x10,BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7800,,,65000,Bulto x 100 u,,1629,TRUE
H1-1630,Box Galactic 20x20x10,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1200,10500,,,91000,Bulto x 100 u,,1630,TRUE
H1-1632,Mini Box Sorpresa con visor ( cartulina kraft) 15x15x15,BOMBONERA - ESTUCHE - TORTERA - CAJA,,900,7000,,,58000,Bulto x 100,,1632,TRUE
H1-1633,Caja Blanca Box sorpresa (el camino) 17x17x20,BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8500,,,80000,Bulto x 100,,1633,TRUE
H1-1635,Caja Mini Sorpresa Jirafa Cool (12x12x10),BOMBONERA - ESTUCHE - TORTERA - CAJA,,1000,8000,,,60000,Bulto x 100,,1635,TRUE
H1-1637,"Caja Alfajor Blanca ciega CHICA Premium (18,5x12x7)) ""Luisito""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,20000,,35000,Bulto x 100,,1637,TRUE
H1-1638,"Caja Alfajor Blanca ciega GRANDE Premium (22x17x5,5) ""Luisito""",BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6000,22500,,40000,Bulto x 100,,1638,TRUE
H1-1639,"Caja Alfajor Blanca ciega GRANDE (22x17x5,5) ""Luisito"" Linea ECO",BOMBONERA - ESTUCHE - TORTERA - CAJA,,,,17000,,,Bulto x 100,,1639,TRUE
H1-1641,"Mini alfajor carton ecologico sin visor (20x12x5,5) Van",BOMBONERA - ESTUCHE - TORTERA - CAJA,,400,2500,10000,17000,155000,Bulto x 1000,,1641,TRUE
H1-1642,"Mini alfajor carton ecologico con visor (20x12x5,5) Van",BOMBONERA - ESTUCHE - TORTERA - CAJA,,700,5000,20000,37700,340000,Bulto x 1000,,1642,TRUE
H1-1644,Box Alfajor sin Ventana (14x20x4) 7 colores DP,BOMBONERA - ESTUCHE - TORTERA - CAJA,,800,6500,29300,,54000,Bulto x 100,,1644,TRUE
